-315  Anti-K2*1430(0)       1.43000   0.10000  5  0 -1  0  0  2  0 10
12212  p-1440                  1.44000   0.35000  2  1  0  0  0  2  1  8
12112  n-1440                  1.44000   0.35000  2  1  0  0  0  2  0  8
40213  rho1450(+)           1.46500   0.31000  3  0  0  0  0  3  1  3
40113  rho1450(0)           1.46500   0.31000  3  0  0  0  0  3  0  3
-40213  rho1450(-)           1.46500   0.31000  3  0  0  0  0  3 -1  3
30211  a01450(+)             1.47400   0.26500  1  0  0  0  0  3  1  4
30111  a01450(0)             1.47400   0.26500  1  0  0  0  0  3  0  6
-30211  a01450(-)             1.47400   0.26500  1  0  0  0  0  3 -1  4
2124  p-1520                  1.51500   0.12000  4  1  0  0  0  2  1 10
1214  n-1520                  1.51500   0.12000  4  1  0  0  0  2  0 10
3124  Lambda1520             1.52000   0.01600  4  1 -1  0  0  1  0  9
335  f2prime1525           1.52500   0.07600  5  0  0  0  0  1  0  5
3324  Xsi(0)1530            1.53200   0.00900  4  1 -2  0  0  2  0  3
3314  Xsi(-)1530            1.53200   0.00900  4  1 -2  0  0  2 -1  3
22212  p-1535                  1.55000   0.14000  2  1  0  0  0  2  1  8
22112  n-1535                  1.55000   0.14000  2  1  0  0  0  2  0  8
23122  Lambda1600             1.60000   0.15000  2  1 -1  0  0  1  0  5
32212  p-1650                  1.64500   0.16000  2  1  0  0  0  2  1 16
32112  n-1650                  1.64500   0.16000  2  1  0  0  0  2  0 16
60223  omega(1650)            1.64900   0.22000  3  0  0  0  0  1  0  5
13222  Sigma(+)1660          1.66000   0.06000  2  1 -1  0  0  3  1  4
13212  Sigma(0)1660          1.66000   0.06000  2  1 -1  0  0  3  0  5
13112  Sigma(-)1660          1.66000   0.06000  2  1 -1  0  0  3 -1  4
33122  Lambda1670             1.67000   0.03500  2  1 -1  0  0  1  0  6
13224  Sigma(+)1670          1.67000   0.06000  4  1 -1  0  0  3  1  4
13214  Sigma(0)1670          1.67000   0.06000  4  1 -1  0  0  3  0  5
13114  Sigma(-)1670          1.67000   0.06000  4  1 -1  0  0  3 -1  4
3334  Omega                   1.67200   0.00000  4  1 -3  0  0  1 -1  1 
2222  Delta1620(++)         1.67500   0.16000  2  1  0  0  0  4  2  5
2122  Delta1620(+)          1.67500   0.16000  2  1  0  0  0  4  1  9
1212  Delta1620(0)          1.67500   0.16000  2  1  0  0  0  4  0  9
1112  Delta1620(-)          1.67500   0.16000  2  1  0  0  0  4 -1  5
2216  p-1675                  1.67500   0.14000  6  1  0  0  0  2  1  7
2116  n-1675                  1.67500   0.14000  6  1  0  0  0  2  0  7
40323  K*1680(+)             1.68000   0.32300  3  0  1  0  0  2  1  6
-40323  K*1680(-)             1.68000   0.32300  3  0 -1  0  0  2 -1  6
40313  K*1680(0)             1.68000   0.32300  3  0  1  0  0  2  0  6
-40313  Anti-K*1680(0)        1.68000   0.32300  3  0 -1  0  0  2  0  6
12216  p-1680                  1.68000   0.12000  6  1  0  0  0  2  1 12
12116  n-1680                  1.68000   0.12000  6  1  0  0  0  2  0 12
100333  phi-1680                1.68100   0.15000  3  0  0  0  0  1  0 10
13124  Lambda1690             1.69000   0.06000  4  1 -1  0  0  1  0  8
32224  Delta1600(++)         1.70000   0.35000  4  1  0  0  0  4  2  4
32214  Delta1600(+)          1.70000   0.35000  4  1  0  0  0  4  1  7
32114  Delta1600(0)          1.70000   0.35000  4  1  0  0  0  4  0  7
31114  Delta1600(-)          1.70000   0.35000  4  1  0  0  0  4 -1  4
13322  Xsi(0)1690            1.70000   0.05000  2  1 -2  0  0  2  0  5
13312  Xsi(-)1690            1.70000   0.05000  2  1 -2  0  0  2 -1  5
42212  p-1710                  1.71000   0.14000  2  1  0  0  0  2  1 16
42112  n-1710                  1.71000   0.14000  2  1  0  0  0  2  0 16
30213  rho1700(+)           1.72000   0.24000  3  0  0  0  0  3  1  7
30113  rho1700(0)           1.72000   0.24000  3  0  0  0  0  3  0  7
-30213  rho1700(-)           1.72000   0.24000  3  0  0  0  0  3 -1  7
32124  p-1720                  1.72000   0.15000  4  1  0  0  0  2  1 10
31214  n-1720                  1.72000   0.15000  4  1  0  0  0  2  0 10
22124  p-1700                  1.73000   0.12000  4  1  0  0  0  2  1 12
21214  n-1700                  1.73000   0.12000  4  1  0  0  0  2  0 12
12224  Delta1700(++)         1.75000   0.35000  4  1  0  0  0  4  2  4
12214  Delta1700(+)          1.75000   0.35000  4  1  0  0  0  4  1  7
12114  Delta1700(0)          1.75000   0.35000  4  1  0  0  0  4  0  7
11114  Delta1700(-)          1.75000   0.35000  4  1  0  0  0  4 -1  4
23222  Sigma(+)1750          1.75000   0.09000  2  1 -1  0  0  3  1  4
23212  Sigma(0)1750          1.75000   0.09000  2  1 -1  0  0  3  0  5
23112  Sigma(-)1750          1.75000   0.09000  2  1 -1  0  0  3 -1  4
3226  Sigma(+)1775          1.77500   0.12000  6  1 -1  0  0  3  1  7
3216  Sigma(0)1775          1.77500   0.12000  6  1 -1  0  0  3  0  8
3116  Sigma(-)1775          1.77500   0.12000  6  1 -1  0  0  3 -1  7
43122  Lambda1800             1.80000   0.30000  2  1 -1  0  0  1  0 10
53122  Lambda1810             1.81000   0.15000  2  1 -1  0  0  1  0 10
3126  Lambda1820             1.82000   0.08000  6  1 -1  0  0  1  0  9
13324  Xsi(0)1820            1.82300   0.02400  4  1 -2  0  0  2  0  5
13314  Xsi(-)1820            1.82300   0.02400  4  1 -2  0  0  2 -1  5
13126  Lambda1830             1.83000   0.09500  6  1 -1  0  0  1  0  8
12222  Delta1900(++)         1.84000   0.26000  2  1  0  0  0  4  2  5
12122  Delta1900(+)          1.84000   0.26000  2  1  0  0  0  4  1  9
11212  Delta1900(0)          1.84000   0.26000  2  1  0  0  0  4  0  9
11112  Delta1900(-)          1.84000   0.26000  2  1  0  0  0  4 -1  5
42124  p-1900                  1.85000   0.50000  4  1  0  0  0  2  1  7
41214  n-1900                  1.85000   0.50000  4  1  0  0  0  2  0  7
337  phi31850               1.85400   0.08700  7  0  0  0  0  1  0  6
2226  Delta1905(++)         1.88000   0.35000  6  1  0  0  0  4  2  4
2126  Delta1905(+)          1.88000   0.35000  6  1  0  0  0  4  1  7
