nuclei,energy,centrality,nch
AuAu,200,00-10,601.6774193548387
AuAu,200,10-20,412.39130434782606
PbPb,2760,00-05,1410.5
PbPb,2760,05-10,1165.4705882352941
PbPb,2760,10-20,870.6363636363636
PbPb,2760,20-30,595.4242424242424
PbPb,2760,30-40,385.59183673469386
PbPb,2760,40-50,314.672131147541
PbPb,5020,00-10,1636.8333333333333
PbPb,5020,10-20,1106.0555555555557
PbPb,5020,30-50,394.55102040816325
